CustomerID,Gender,Age,Annual Income (₦),Spending Score (1–100),Marital Status,Profession,Membership Duration (Years),Mall Branch,City Type,Frequency of Visits/Month,Average Transaction Value (₦),Loyalty Card Holder (Yes/No),Preferred Payment Method
312,Male,53,6287049,56,Divorced,Banker,4.3,A,Urban,7,62701,Yes,Transfer
313,Female,67,4152135,76,Divorced,Teacher,2.5,A,Rural,2,67303,No,Cash
314,Male,25,1419460,44,Single,Engineer,2.2,A,Urban,8,56545,No,Cash
315,Male,69,3293175,64,Widowed,Business Owner,3.3,C,Suburban,24,34818,Yes,Transfer
316,Female,65,210883,24,Married,Banker,3.1,C,Rural,4,13189,No,POS
317,Male,38,-382075,93,Widowed,Student,7.6,A,Rural,27,86483,Yes,POS
318,Male,60,3253690,41,Widowed,Student,6.1,C,Rural,26,50766,No,Cash
319,Male,69,4072420,28,Divorced,Unemployed,7.0,A,Suburban,28,59518,No,Transfer
320,Female,38,5341526,62,Single,Teacher,6.5,A,Urban,14,32413,Yes,Bank App
321,Female,44,3559377,15,Widowed,Unemployed,5.1,C,Rural,10,45403,No,Transfer
322,Male,36,3009589,62,Single,Lawyer,9.3,B,Suburban,20,34100,No,Cash
323,Female,40,2491656,10,Single,Engineer,8.3,B,Rural,5,29959,No,Bank App
324,Female,68,3791700,98,Single,Lawyer,2.5,A,Urban,24,56606,No,Bank App
325,Female,67,1176094,29,Married,Student,4.5,A,Suburban,22,56697,Yes,Cash
326,Female,68,1982583,31,Widowed,Lawyer,3.2,C,Suburban,22,52473,Yes,POS
327,Male,60,1227317,63,Divorced,Lawyer,7.6,C,Rural,19,52003,Yes,POS
328,Male,52,2213730,87,Divorced,Banker,3.8,C,Suburban,5,60647,Yes,Bank App
329,Female,57,1912852,18,Married,Teacher,6.6,A,Rural,14,-4404,Yes,POS
330,Female,69,1811261,7,Widowed,Banker,3.3,A,Urban,29,65825,Yes,POS
331,Male,68,2040185,27,Divorced,Student,2.1,C,Urban,25,95263,Yes,Bank App
332,Male,59,3316211,9,Single,Doctor,0.6,B,Suburban,10,20500,No,Cash
333,Female,65,4903493,20,Divorced,Engineer,9.9,B,Suburban,29,11826,No,Transfer
334,Male,22,3432402,85,Widowed,Unemployed,2.6,B,Urban,16,16174,No,Transfer
335,Female,69,2140099,92,Single,Banker,8.4,A,Urban,28,69805,Yes,Cash
336,Female,58,3657010,50,Married,Teacher,8.3,C,Urban,3,26420,No,Bank App
337,Male,25,3165352,61,Divorced,Teacher,2.7,B,Rural,1,53901,Yes,Bank App
338,Male,28,3253903,67,Divorced,Doctor,4.4,C,Rural,8,59890,No,Transfer
339,Female,33,2965285,74,Married,Teacher,8.4,B,Suburban,11,46460,Yes,Bank App
340,Female,56,5588613,17,Widowed,Banker,7.1,C,Urban,8,40428,No,Cash
341,Male,64,3148195,99,Single,Student,4.0,B,Suburban,9,43537,Yes,Cash
342,Female,41,2157969,21,Divorced,Teacher,9.5,A,Rural,28,23945,Yes,POS
343,Male,38,1834197,73,Widowed,Teacher,3.8,A,Urban,24,66208,No,POS
344,Female,69,4352131,81,Single,Doctor,2.5,A,Urban,29,71950,No,POS
345,Male,40,1220299,32,Divorced,Engineer,1.9,B,Suburban,29,54089,No,Bank App
346,Male,66,5035487,48,Widowed,Banker,7.2,A,Rural,7,32830,No,POS
347,Male,55,125000,38,Widowed,Business Owner,0.8,C,Rural,9,48822,Yes,Bank App
348,Female,64,4839424,28,Married,Engineer,8.5,A,Urban,5,45967,No,Bank App
349,Female,25,4195845,82,Divorced,Banker,3.4,A,Suburban,4,38066,No,Bank App
350,Male,24,2340653,60,Single,Lawyer,4.0,A,Urban,16,50462,Yes,Cash
351,Female,19,1874698,70,Divorced,Banker,8.1,C,Urban,5,44282,No,Bank App
352,Male,47,4848223,58,Married,Unemployed,8.2,A,Rural,2,72700,Yes,Transfer
353,Male,30,5699224,70,Single,Banker,4.3,C,Rural,5,31785,No,Bank App
354,Female,40,2079599,81,Widowed,Student,5.8,B,Urban,17,45592,Yes,Cash
355,Female,46,3870655,53,Married,Banker,7.0,B,Rural,17,32653,Yes,Bank App
356,Male,55,4469245,10,Single,Doctor,7.0,C,Rural,29,48950,No,Transfer
357,Female,54,3904404,2,Single,Unemployed,5.6,A,Suburban,23,55117,Yes,Cash
358,Female,37,3081469,97,Divorced,Engineer,8.5,B,Suburban,21,44676,No,Transfer
359,Male,50,2415255,25,Widowed,Doctor,8.5,C,Suburban,12,67540,No,Transfer
360,Male,46,3417015,38,Married,Business Owner,8.6,C,Suburban,10,83289,Yes,POS
361,Female,67,-128568,1,Widowed,Lawyer,3.0,B,Suburban,14,-15486,No,Cash
362,Male,32,5011116,80,Married,Unemployed,2.9,B,Urban,13,67772,Yes,POS
363,Male,40,439864,90,Divorced,Unemployed,1.8,C,Rural,23,49056,No,Cash
364,Female,59,1742267,76,Single,Engineer,8.4,C,Urban,10,49777,No,POS
365,Male,20,2494017,73,Divorced,Doctor,1.1,A,Suburban,17,44667,Yes,Transfer
366,Male,54,1501982,13,Married,Banker,1.8,A,Urban,4,62167,Yes,Transfer
367,Female,46,1307626,71,Widowed,Business Owner,9.3,B,Urban,13,51255,Yes,Cash
368,Female,62,5114214,1,Single,Student,1.7,B,Urban,19,66071,No,Bank App
369,Male,25,5694539,31,Married,Unemployed,1.7,B,Suburban,15,50293,Yes,POS
370,Male,39,5322774,99,Single,Student,9.1,A,Suburban,27,60825,Yes,Bank App
371,Female,46,4253276,88,Single,Lawyer,3.4,C,Suburban,6,65575,No,Cash
372,Female,19,6696829,67,Divorced,Banker,8.9,C,Rural,1,47448,Yes,Cash
373,Female,58,2600547,56,Married,Engineer,4.1,B,Rural,1,65314,Yes,Bank App
374,Female,66,2456585,19,Widowed,Engineer,4.0,C,Urban,3,59834,Yes,Transfer
375,Male,67,3016898,4,Divorced,Unemployed,1.8,A,Rural,8,53715,Yes,Cash
376,Female,62,5143560,28,Divorced,Student,9.2,C,Rural,27,36084,No,Cash
377,Female,18,3879038,44,Divorced,Business Owner,7.7,A,Suburban,18,33153,No,POS
378,Male,61,5591209,30,Married,Unemployed,2.6,A,Urban,25,57706,Yes,Cash
379,Female,37,3097979,36,Married,Banker,7.4,A,Rural,11,62797,No,Bank App
380,Male,69,752147,53,Single,Lawyer,1.5,A,Rural,11,43461,Yes,POS
381,Female,38,1990130,59,Single,Teacher,5.5,A,Rural,20,64417,Yes,Bank App
382,Female,54,4537097,68,Single,Unemployed,2.9,A,Rural,14,36009,No,Transfer
383,Female,25,2258069,87,Single,Student,8.6,B,Urban,27,47594,No,POS
384,Male,44,3143042,75,Divorced,Banker,5.4,A,Urban,27,38396,Yes,Cash
385,Male,64,3370145,4,Widowed,Student,9.3,C,Rural,16,36943,No,Transfer
386,Female,52,5712275,11,Single,Doctor,6.1,C,Suburban,19,33828,No,Cash
387,Male,23,4319177,53,Married,Lawyer,5.3,B,Suburban,21,118566,Yes,Transfer
388,Male,62,4024950,88,Single,Teacher,7.1,B,Urban,19,72507,No,POS
389,Male,61,3236963,54,Married,Business Owner,7.9,A,Rural,16,59684,No,Transfer
390,Male,36,1753596,84,Widowed,Unemployed,0.6,C,Suburban,16,42074,No,POS
391,Male,35,3363891,45,Divorced,Lawyer,5.5,A,Rural,30,27543,Yes,Transfer
392,Male,18,6263601,17,Widowed,Lawyer,7.9,A,Suburban,8,19541,Yes,POS
393,Female,42,3769848,64,Widowed,Student,4.4,A,Suburban,1,46772,No,Transfer
394,Female,44,2172872,58,Divorced,Student,0.9,B,Urban,29,68376,Yes,Transfer
395,Male,24,2372093,13,Married,Student,0.7,A,Suburban,13,28981,No,Transfer
396,Female,61,5127950,81,Widowed,Banker,8.0,A,Suburban,16,61322,No,POS
397,Female,59,2201257,51,Divorced,Banker,2.4,B,Rural,4,53853,No,Transfer
398,Female,46,2698797,52,Married,Unemployed,2.2,C,Suburban,7,52906,Yes,POS
399,Female,48,1287054,15,Married,Doctor,3.3,C,Rural,29,103047,No,Cash
400,Male,61,2583089,4,Married,Teacher,1.5,B,Urban,22,55487,Yes,POS
401,Female,60,3709506,82,Divorced,Business Owner,1.0,A,Rural,8,54356,Yes,Transfer
402,Female,53,2555225,9,Single,Banker,8.8,A,Rural,11,38355,No,Transfer
403,Male,36,3036953,67,Divorced,Business Owner,3.4,C,Suburban,28,36810,Yes,Transfer
404,Male,23,1270598,91,Widowed,Teacher,6.0,A,Urban,7,27960,No,Bank App
405,Female,42,2164428,82,Divorced,Unemployed,8.6,A,Rural,16,23693,Yes,Transfer
406,Female,48,6198267,81,Divorced,Unemployed,9.8,A,Urban,28,45142,No,Cash
407,Female,26,2799049,74,Widowed,Lawyer,7.0,B,Urban,2,60380,Yes,POS
408,Female,37,3544388,57,Divorced,Business Owner,9.5,A,Rural,29,12665,Yes,Transfer
409,Female,27,1796875,29,Divorced,Business Owner,4.5,A,Suburban,28,47268,Yes,Transfer
410,Female,54,3077585,47,Widowed,Business Owner,8.0,B,Urban,26,34161,No,Bank App
411,Male,44,2594044,5,Single,Student,9.4,C,Urban,4,65550,Yes,Cash
412,Female,30,4650428,70,Single,Business Owner,1.0,B,Rural,5,42142,No,Bank App
413,Female,58,4579194,64,Married,Lawyer,3.5,B,Urban,13,66733,No,Cash
414,Male,19,4737650,59,Single,Student,7.5,B,Rural,6,38217,Yes,POS
415,Male,67,3120442,35,Divorced,Lawyer,3.5,A,Rural,17,59470,Yes,POS
416,Male,38,6059772,5,Widowed,Lawyer,0.7,C,Rural,27,50005,Yes,Cash
417,Male,50,4205678,50,Married,Banker,8.2,A,Rural,19,59556,No,Cash
418,Female,41,855696,60,Divorced,Doctor,2.1,B,Rural,27,70151,Yes,POS
419,Female,61,5313718,15,Married,Business Owner,3.5,A,Rural,8,87171,No,Bank App
420,Female,59,2991371,91,Widowed,Doctor,9.2,C,Rural,9,52418,Yes,Bank App
421,Female,51,4707696,97,Divorced,Business Owner,2.5,C,Rural,17,49422,No,Bank App
422,Female,26,1420787,24,Married,Unemployed,9.0,B,Rural,2,78509,No,Bank App
423,Female,19,2893175,21,Married,Lawyer,4.5,B,Suburban,3,36431,Yes,Bank App
424,Male,47,4124933,2,Single,Unemployed,9.2,A,Suburban,10,59496,No,Bank App
425,Female,39,3365954,83,Married,Student,8.8,A,Rural,2,38232,No,POS
426,Male,63,2775884,45,Single,Unemployed,4.4,B,Suburban,4,47189,No,Transfer
427,Male,28,-687533,82,Single,Lawyer,9.3,B,Rural,3,35551,No,Bank App
428,Female,60,1890225,10,Widowed,Unemployed,6.5,B,Suburban,17,63336,No,Bank App
429,Male,34,1534194,45,Single,Student,5.0,C,Suburban,7,45472,Yes,Bank App
430,Female,53,207913,37,Married,Engineer,5.5,B,Urban,24,25638,No,POS
431,Male,30,1935870,23,Single,Teacher,1.1,C,Rural,18,24910,Yes,Transfer
432,Female,24,5788072,45,Single,Lawyer,8.2,A,Rural,19,52615,No,Transfer
433,Male,33,4736428,41,Married,Unemployed,3.3,B,Rural,7,71520,Yes,Cash
434,Female,50,1747227,65,Widowed,Engineer,3.1,B,Rural,30,12939,No,Transfer
435,Female,62,2117518,61,Widowed,Lawyer,7.3,C,Rural,30,44566,No,Transfer
436,Female,18,2120590,6,Married,Doctor,4.0,B,Urban,23,37851,Yes,Transfer
437,Female,28,4134078,65,Divorced,Banker,5.4,B,Urban,6,67812,No,POS
438,Female,23,3607497,18,Divorced,Teacher,4.5,C,Urban,5,30738,No,Transfer
439,Male,37,1931822,91,Married,Unemployed,5.3,A,Suburban,27,49538,Yes,Transfer
440,Male,52,2105033,40,Single,Lawyer,2.6,C,Suburban,18,24621,Yes,Bank App
441,Male,61,4621930,38,Married,Business Owner,8.9,C,Urban,22,73928,No,POS
442,Female,54,5286576,45,Married,Unemployed,6.3,A,Suburban,13,31399,Yes,POS
443,Male,58,1655080,17,Divorced,Banker,2.7,B,Rural,11,73238,Yes,POS
444,Female,43,2824463,90,Divorced,Doctor,1.4,A,Suburban,21,51098,No,POS
445,Female,29,3192620,13,Married,Doctor,5.6,B,Rural,26,32099,Yes,Cash
446,Male,47,2716484,10,Single,Engineer,4.9,B,Rural,15,62167,No,Transfer
447,Male,45,4695395,90,Widowed,Business Owner,9.4,B,Suburban,6,65091,Yes,Cash
448,Female,44,2771570,31,Married,Doctor,2.7,A,Suburban,30,84132,Yes,Bank App
449,Male,59,5862201,87,Married,Unemployed,8.9,B,Suburban,12,61227,Yes,Cash
450,Female,36,4801466,50,Widowed,Business Owner,7.8,B,Urban,6,63179,No,Transfer
451,Female,22,1970440,84,Divorced,Engineer,5.0,B,Urban,7,66898,No,Cash
452,Female,22,3100248,23,Single,Student,8.8,C,Suburban,11,-17556,No,Cash
453,Female,58,1535149,45,Divorced,Student,8.7,A,Urban,28,57699,Yes,Bank App
454,Female,44,2412751,91,Widowed,Student,7.3,C,Rural,29,70155,Yes,Bank App
455,Male,45,4306027,79,Widowed,Student,1.5,B,Urban,8,54609,No,POS
456,Male,43,3368612,38,Widowed,Unemployed,2.0,C,Urban,27,39839,Yes,POS
457,Female,44,6168786,11,Widowed,Unemployed,6.1,C,Suburban,9,35926,Yes,Transfer
458,Female,69,1167079,8,Single,Lawyer,2.8,B,Suburban,8,49136,Yes,Bank App
459,Male,66,2950551,78,Married,Unemployed,5.7,B,Rural,20,47332,No,Bank App
460,Male,59,2241347,13,Married,Business Owner,5.8,C,Suburban,23,54141,Yes,POS
461,Female,38,2525825,86,Widowed,Engineer,6.1,C,Suburban,12,50061,No,Transfer
462,Male,18,3062857,34,Single,Student,5.9,B,Rural,5,62636,No,POS
463,Female,45,1984594,65,Widowed,Doctor,4.1,C,Rural,18,23809,Yes,Transfer
464,Male,65,4436861,96,Single,Business Owner,2.5,B,Rural,25,66011,No,Cash
465,Female,32,5627118,75,Married,Unemployed,5.4,A,Rural,26,75361,Yes,POS
466,Male,34,-503257,10,Single,Engineer,5.2,A,Urban,19,16472,Yes,Bank App
467,Female,43,5089355,94,Married,Unemployed,3.1,C,Suburban,23,41250,No,Transfer
468,Male,37,6775187,76,Single,Business Owner,1.0,A,Rural,2,66899,Yes,Bank App
469,Male,42,3284578,98,Divorced,Business Owner,2.5,A,Rural,12,58416,Yes,Bank App
470,Female,30,2084062,89,Single,Business Owner,5.7,B,Rural,9,26992,Yes,Cash
471,Male,50,2141731,36,Widowed,Lawyer,5.6,B,Suburban,19,61874,No,Bank App
472,Female,42,2538310,4,Divorced,Unemployed,1.8,B,Urban,27,12518,Yes,POS
473,Male,25,3645612,21,Divorced,Student,6.3,C,Rural,12,60046,Yes,Cash
474,Female,22,2358866,61,Divorced,Unemployed,4.5,A,Urban,2,76939,No,POS
475,Male,23,2880211,94,Divorced,Engineer,6.7,B,Urban,19,49459,No,Cash
476,Female,40,1566147,38,Divorced,Teacher,8.9,C,Urban,27,66102,No,Bank App
477,Male,69,2314809,76,Divorced,Student,3.4,B,Suburban,3,56663,No,Cash
478,Female,47,2381675,39,Divorced,Engineer,3.8,C,Urban,8,34993,Yes,Transfer
479,Male,31,2946468,89,Single,Student,6.9,B,Suburban,6,38681,No,Transfer
480,Female,40,817143,54,Widowed,Teacher,9.5,A,Urban,25,43787,Yes,Cash
481,Female,28,2505216,62,Single,Unemployed,5.1,A,Urban,16,45056,No,POS
482,Female,48,2678282,19,Divorced,Doctor,2.1,A,Suburban,24,73310,Yes,POS
483,Male,23,3277164,2,Divorced,Banker,9.4,A,Rural,20,79788,No,POS
484,Female,28,5097810,22,Divorced,Banker,5.0,A,Suburban,19,67334,Yes,Cash
485,Male,30,2847977,94,Single,Doctor,4.9,B,Urban,24,79551,Yes,Cash
486,Female,29,1174113,57,Widowed,Teacher,5.6,C,Urban,1,55551,No,Transfer
487,Male,19,3198109,100,Widowed,Engineer,2.9,B,Suburban,23,-3417,Yes,POS
488,Female,52,1936818,3,Single,Lawyer,8.0,B,Rural,14,50073,No,POS
489,Male,53,1897987,23,Married,Student,6.6,A,Rural,1,34506,No,Bank App
490,Male,34,2556119,4,Married,Lawyer,9.6,C,Urban,29,63426,No,Bank App
491,Female,45,2220815,28,Widowed,Student,2.4,A,Suburban,11,47162,Yes,POS
492,Male,45,1402435,78,Married,Lawyer,6.4,A,Urban,5,56265,Yes,POS
493,Male,39,2272199,70,Single,Student,5.4,A,Rural,14,51017,No,Cash
494,Female,55,3683547,70,Widowed,Doctor,9.0,B,Rural,21,38988,No,Bank App
495,Male,24,3060803,41,Widowed,Unemployed,0.8,B,Urban,6,33210,No,Bank App
496,Male,32,1510969,37,Single,Student,7.7,C,Rural,9,40242,Yes,POS
497,Male,49,1709352,7,Single,Student,6.4,B,Urban,19,58770,Yes,Bank App
498,Female,28,3184882,77,Single,Teacher,6.3,A,Urban,14,77500,Yes,Transfer
499,Male,41,1519236,1,Divorced,Teacher,8.8,C,Rural,17,58761,Yes,Bank App
500,Female,20,1654809,88,Married,Banker,6.1,C,Suburban,7,100981,Yes,Cash
501,Male,47,2143471,34,Married,Student,7.3,C,Urban,18,62720,Yes,Cash
502,Male,23,1542214,52,Widowed,Banker,6.6,A,Rural,27,54372,No,POS
503,Male,19,3151099,10,Married,Student,1.2,A,Rural,26,72780,Yes,POS
504,Female,31,2538484,60,Widowed,Unemployed,1.6,C,Suburban,14,21446,Yes,Bank App
505,Male,58,5106362,6,Widowed,Engineer,3.7,C,Rural,2,37130,No,Bank App
506,Male,35,1257263,68,Divorced,Doctor,6.9,B,Rural,6,62285,Yes,Bank App
507,Female,68,4726162,72,Widowed,Student,0.8,A,Suburban,20,35522,Yes,Transfer
508,Male,61,3356006,48,Divorced,Student,7.8,B,Urban,2,78661,Yes,POS
509,Female,48,5236582,79,Married,Unemployed,2.4,A,Rural,18,40171,Yes,Bank App
510,Female,30,5033039,45,Divorced,Doctor,5.8,A,Urban,29,66371,No,Cash
511,Male,43,2359388,12,Single,Banker,2.4,C,Rural,3,52145,No,Transfer
512,Female,61,886698,70,Divorced,Banker,2.2,A,Suburban,7,88944,No,POS
513,Male,29,2778676,21,Widowed,Engineer,3.7,C,Urban,18,64775,Yes,POS
514,Female,35,35033,96,Married,Banker,9.3,C,Rural,21,61799,Yes,Transfer
515,Female,26,3989489,96,Widowed,Banker,2.8,B,Urban,30,42874,No,Transfer
516,Male,66,3227349,91,Married,Banker,1.0,C,Rural,23,38632,Yes,Cash
517,Female,38,2101592,75,Widowed,Business Owner,8.9,C,Suburban,25,51413,Yes,POS
518,Female,65,2325656,86,Divorced,Teacher,4.7,B,Urban,9,61200,Yes,Bank App
519,Female,66,1466821,36,Widowed,Banker,6.4,A,Urban,3,56790,No,Transfer
520,Female,57,2952003,87,Single,Unemployed,8.9,A,Rural,26,20975,No,POS
521,Female,60,1512074,23,Single,Unemployed,7.7,A,Rural,20,43273,No,Bank App
522,Male,41,2944332,55,Married,Teacher,8.1,C,Suburban,12,56498,No,Bank App
523,Female,51,3529651,27,Married,Doctor,5.1,A,Rural,23,30767,Yes,POS
524,Male,25,3975040,98,Divorced,Student,7.0,B,Rural,18,58140,Yes,Bank App
525,Female,61,3668204,20,Widowed,Unemployed,9.7,A,Urban,17,41206,No,POS
526,Male,50,2552682,15,Single,Business Owner,9.0,C,Rural,1,61830,Yes,Bank App
527,Male,40,3666158,42,Divorced,Teacher,6.3,B,Rural,5,45576,No,Bank App
528,Female,30,3202673,4,Married,Student,1.3,B,Urban,23,50965,No,Cash
529,Female,66,3190228,29,Divorced,Unemployed,9.8,C,Rural,23,53505,Yes,Transfer
530,Female,31,1460308,55,Married,Lawyer,2.6,C,Urban,6,60561,No,Cash
531,Male,31,1127561,75,Married,Student,3.9,A,Urban,5,67066,Yes,Bank App
532,Female,33,3386933,49,Divorced,Teacher,1.8,C,Suburban,28,26301,Yes,Bank App
533,Male,66,3729508,71,Widowed,Student,2.1,C,Rural,5,49636,No,Cash
534,Male,55,2068407,75,Divorced,Business Owner,8.1,B,Rural,14,52803,Yes,POS
535,Male,56,4761355,54,Married,Student,1.7,A,Urban,18,112395,Yes,Cash
536,Female,43,6320115,33,Single,Banker,2.3,A,Urban,6,68027,Yes,Cash
537,Female,43,5630273,94,Widowed,Business Owner,2.1,B,Suburban,23,52440,Yes,POS
538,Male,18,2600027,96,Widowed,Engineer,4.0,B,Rural,7,25373,Yes,Transfer
539,Male,49,2350494,37,Single,Engineer,7.1,B,Suburban,16,46347,No,Bank App
540,Female,32,4180246,77,Widowed,Business Owner,6.6,A,Rural,29,96223,No,POS
541,Male,69,4018296,7,Married,Student,7.4,C,Urban,14,20088,Yes,POS
542,Female,38,1330259,24,Divorced,Unemployed,7.4,A,Rural,24,45820,No,Cash
543,Male,35,2636687,55,Married,Doctor,0.5,A,Suburban,27,76412,Yes,Transfer
544,Female,47,3992328,11,Widowed,Doctor,7.0,A,Rural,12,94391,No,POS
545,Male,30,1655589,95,Single,Doctor,7.0,C,Rural,24,46143,No,Transfer
546,Female,41,1883025,78,Widowed,Doctor,1.1,B,Suburban,17,62459,No,Transfer
547,Male,47,2109472,44,Married,Teacher,4.6,B,Suburban,13,69693,No,Transfer
548,Female,19,2401116,90,Widowed,Doctor,1.2,C,Urban,16,63961,No,Bank App
549,Female,36,646108,65,Widowed,Teacher,2.3,A,Suburban,30,56272,Yes,Bank App
550,Male,64,4039382,6,Married,Unemployed,5.2,A,Urban,27,77968,Yes,POS
551,Male,61,1898797,31,Widowed,Doctor,0.6,C,Rural,25,74166,Yes,Cash
552,Female,64,3303565,43,Married,Business Owner,1.4,A,Suburban,24,59985,No,Cash
553,Male,42,3142632,12,Single,Student,1.3,A,Rural,5,84904,No,Cash
554,Female,67,1482420,65,Widowed,Business Owner,1.7,B,Suburban,18,53794,Yes,Transfer
555,Male,31,350713,52,Single,Doctor,1.0,B,Rural,28,54664,Yes,POS
556,Female,23,3133698,70,Divorced,Banker,6.3,B,Suburban,9,45960,Yes,POS
557,Female,29,2346375,93,Widowed,Unemployed,2.2,A,Rural,17,2805,Yes,Bank App
558,Female,37,3683236,30,Divorced,Unemployed,8.7,B,Urban,11,55193,No,Cash
559,Female,40,4218331,77,Single,Student,8.9,B,Rural,23,54000,No,Bank App
560,Female,47,-58111,94,Single,Business Owner,7.1,C,Urban,12,26777,No,Bank App
561,Female,47,2653402,76,Married,Student,1.1,A,Suburban,4,36670,No,Bank App
562,Male,55,4562625,74,Divorced,Business Owner,9.0,C,Rural,19,70554,No,Cash
563,Male,47,5155909,55,Divorced,Engineer,4.5,A,Rural,5,23576,No,Cash
564,Male,58,251517,39,Married,Unemployed,2.2,C,Rural,7,49709,No,Transfer
565,Female,47,4727955,74,Divorced,Business Owner,7.9,C,Suburban,23,67404,No,Transfer
566,Female,53,1485742,82,Single,Business Owner,3.8,C,Urban,11,28149,Yes,Transfer
567,Female,66,4058907,6,Single,Lawyer,5.3,B,Rural,25,51903,No,Cash
568,Female,51,2176636,56,Single,Business Owner,7.6,B,Urban,25,57896,Yes,Bank App
569,Male,33,4120033,8,Single,Lawyer,1.5,B,Rural,18,67569,No,POS
570,Male,41,2457354,84,Widowed,Business Owner,2.1,A,Urban,12,56065,Yes,Bank App
571,Female,31,842270,55,Married,Student,9.7,C,Suburban,6,59402,No,POS
572,Male,43,2127850,16,Widowed,Unemployed,7.3,C,Urban,1,40459,Yes,Cash
573,Male,25,3810276,2,Widowed,Business Owner,2.7,A,Suburban,8,58595,Yes,Cash
574,Female,31,2366393,64,Divorced,Lawyer,6.0,A,Rural,17,65917,No,Transfer
575,Male,48,1390183,11,Married,Lawyer,2.3,B,Rural,20,22301,Yes,Bank App
576,Female,19,1092923,88,Widowed,Doctor,8.7,C,Rural,21,59254,Yes,Transfer
577,Male,65,1785953,83,Widowed,Unemployed,4.8,C,Rural,4,105161,No,POS
578,Female,21,1772975,4,Married,Lawyer,8.2,B,Rural,17,39298,Yes,Cash
579,Female,18,3861306,3,Single,Lawyer,9.7,B,Urban,28,53354,Yes,Transfer
580,Female,37,2407048,15,Married,Lawyer,9.8,B,Rural,5,34848,Yes,Transfer
581,Female,31,2551968,68,Married,Business Owner,1.8,A,Suburban,22,74839,Yes,Bank App
582,Male,57,2730258,43,Married,Engineer,9.5,C,Suburban,9,60097,Yes,Transfer
583,Female,42,3810154,81,Single,Lawyer,3.1,A,Suburban,21,48551,Yes,Bank App
584,Female,42,3955751,9,Married,Doctor,3.9,C,Suburban,16,66164,Yes,Transfer
585,Female,20,2209651,25,Single,Unemployed,1.1,B,Urban,26,68973,Yes,POS
586,Male,22,2604049,65,Widowed,Banker,6.6,A,Urban,13,26685,Yes,Cash
587,Female,55,3963724,66,Widowed,Teacher,6.6,C,Suburban,1,59180,Yes,Bank App
588,Male,43,1956262,55,Single,Unemployed,7.9,C,Rural,4,57165,No,Transfer
589,Female,57,2178819,45,Divorced,Engineer,9.5,A,Urban,5,50233,No,Bank App
590,Male,55,3960600,33,Married,Doctor,4.6,C,Rural,24,50188,No,Transfer
591,Male,55,2139053,22,Widowed,Unemployed,4.4,A,Urban,24,66230,Yes,Transfer
592,Female,21,3371353,42,Widowed,Student,6.6,A,Rural,20,21697,No,Transfer
593,Male,24,630541,76,Single,Doctor,6.8,B,Rural,25,40194,Yes,POS
594,Female,47,3875630,27,Divorced,Teacher,4.7,B,Rural,4,52404,No,Transfer
595,Female,47,2698718,11,Divorced,Engineer,9.2,B,Rural,9,39495,No,Bank App
596,Female,36,3610226,42,Divorced,Teacher,1.0,B,Suburban,15,48391,No,POS
597,Male,56,4679085,78,Single,Business Owner,7.7,A,Rural,1,43352,Yes,POS
598,Male,52,2499450,78,Single,Banker,2.5,A,Suburban,5,71140,No,Bank App
599,Female,57,699552,22,Married,Student,5.2,B,Suburban,30,50139,Yes,Transfer
600,Female,50,2457176,9,Widowed,Student,8.6,A,Suburban,26,84717,Yes,Bank App
601,Male,50,4821850,79,Widowed,Business Owner,3.6,B,Rural,3,50131,Yes,Bank App
602,Female,31,3254767,97,Single,Student,9.0,C,Suburban,21,72015,No,Transfer
603,Female,55,1403334,57,Widowed,Business Owner,4.8,B,Urban,10,61324,No,Transfer
604,Female,27,2709371,83,Married,Unemployed,7.2,C,Suburban,16,78878,Yes,POS
605,Male,45,3731708,31,Single,Business Owner,7.4,C,Suburban,21,43743,No,Bank App
606,Male,31,2811769,18,Widowed,Banker,3.0,A,Suburban,21,54503,Yes,POS
607,Male,53,2770990,12,Divorced,Business Owner,9.1,B,Suburban,1,24002,No,Transfer
608,Female,55,1929480,40,Single,Doctor,1.7,C,Suburban,26,21495,Yes,Bank App
609,Female,33,2049888,45,Widowed,Doctor,6.1,B,Suburban,27,67297,No,Transfer
610,Female,38,3333688,49,Widowed,Unemployed,9.3,C,Urban,4,35449,No,Cash
611,Male,45,3738708,1,Married,Lawyer,0.8,A,Urban,15,70123,No,POS
612,Female,50,2740035,98,Married,Student,5.5,A,Urban,1,49293,Yes,POS
613,Female,23,2259072,7,Divorced,Teacher,2.8,A,Urban,21,68173,Yes,Cash
614,Female,58,4134542,2,Divorced,Student,2.3,C,Rural,30,66206,Yes,POS
615,Female,32,2364468,86,Divorced,Engineer,2.7,B,Urban,12,1340,Yes,POS
616,Male,61,3433970,4,Married,Doctor,9.1,A,Urban,21,44260,Yes,Cash
